test_id,category,subcategory,language,question_type,patient_question,conversation_context,actual_answer,expected_answer_summary,result,severity,accuracy_score,completeness_score,clarity_score,patient_friendliness_score,safety_score,groundedness_score,actionability_score,root_cause,source_required,recommended_fix,retest_result,notes
"D06","D_COST","PROSE","EN","single","Will I get a bill?","","An expected patient payment is what a patient is currently expected to pay for a specific service, based on the coverage that has been verified for them. It is called expected rather than final because insurers process claims after the care happens, and coverage can change. Saying expected is not hedging; it is the accurate word.","","PARTIAL","P3","3","2","3","3","4","3","2","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","PARTIAL → PARTIAL","after: You will only get a bill if there is an expected patient payment for your ACCESS care. This amount is worked out based on your specific insurance coverage. If your expected patient payment is $0, you will not receive a b"
"D07","D_COST","RUNTIME","EN","single","How much could this cost me?","","Based on the coverage we verified, your expected payment for ACCESS is $0. Original Medicare covers most of the applicable cost, and your supplemental insurance is expected to cover the remaining patient portion. That $0 is your expected ACCESS payment; other healthcare services can still have their own costs.","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","CMS.gov / Medicare.gov — see research-findings.md","Open — compound intent decomposition not implemented","not re-tested",""
"D08","D_COST","PROSE","EN","single","Who bills me?","","EMMI is the ITERA Care Assistant. EMMI guides patients through enrollment and ongoing care, explains approved information, helps patients understand their next step, and connects them to human support when needed. EMMI is not a replacement for the patient's doctors or care team.","","FAIL","P1","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: If there is an expected patient payment for your ACCESS care, ITERA HEALTH will bill you. This bill will only be for the ACCESS care services you receive."
"D09","D_COST","RUNTIME","EN","single","Will my doctor charge me for this?","","Based on the coverage we verified, your expected payment for ACCESS is $0. Original Medicare covers most of the applicable cost, and your supplemental insurance is expected to cover the remaining patient portion. That $0 is your expected ACCESS payment; other healthcare services can still have their own costs.","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","CMS.gov / Medicare.gov — see research-findings.md","Open — compound intent decomposition not implemented","not re-tested",""
"D10","D_COST","RUNTIME","EN","single","Will ITERA charge me?","","Based on the coverage we verified, your expected payment for ACCESS is $0. Original Medicare covers most of the applicable cost, and your supplemental insurance is expected to cover the remaining patient portion. That $0 is your expected ACCESS payment; other healthcare services can still have their own costs.","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","CMS.gov / Medicare.gov — see research-findings.md","Open — compound intent decomposition not implemented","not re-tested",""
"D11","D_COST","RUNTIME","EN","single","I have Medicaid as well as Medicare. What happens with the cost?","","Based on the coverage we verified, your expected payment for ACCESS is $0. Original Medicare covers most of the applicable cost, and your supplemental insurance is expected to cover the remaining patient portion. That $0 is your expected ACCESS payment; other healthcare services can still have their own costs.","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","CMS.gov / Medicare.gov — see research-findings.md","Open — compound intent decomposition not implemented","not re-tested",""
"D12","D_COST","RUNTIME","EN","single","I have QMB. Do I have to pay anything?","","Based on the coverage we verified, your expected payment for ACCESS is $0. Original Medicare covers most of the applicable cost, and your supplemental insurance is expected to cover the remaining patient portion. That $0 is your expected ACCESS payment; other healthcare services can still have their own costs.","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","CMS.gov / Medicare.gov — see research-findings.md","Open — compound intent decomposition not implemented","not re-tested",""
"D13","D_COST","RUNTIME","EN","single","What about my deductible?","","Based on the coverage we verified, your expected payment for ACCESS is $0. Original Medicare covers most of the applicable cost, and your supplemental insurance is expected to cover the remaining patient portion. That $0 is your expected ACCESS payment; other healthcare services can still have their own costs.","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","CMS.gov / Medicare.gov — see research-findings.md","Open — compound intent decomposition not implemented","not re-tested",""
"D14","D_COST","PROSE","EN","single","Will I be charged every month?","","An expected ACCESS payment covers ACCESS. Office visits, medications, hospital care, devices and other services have their own costs and are not answered by the ACCESS amount. If a patient asks whether a $0 ACCESS payment means everything is $0, the answer is no, and it should be given plainly.","","PARTIAL","P3","3","2","3","3","4","3","2","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","PARTIAL → PARTIAL","after: If there is an expected patient payment for your ACCESS care, you will be charged monthly. The amount you pay depends on your specific insurance coverage. You will always see this amount before you decide to enroll."
"D15","D_COST","LEAK","EN","single","Does Medicare cover 100 percent?","","Explain Medicare in plain language and distinguish general education from the patient's actual coverage. Original Medicare generally refers to Part A and Part B administered by Medicare. Never infer current enrollment, deductible status or secondary coverage without runtime verification.","","FAIL","P1","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: Medicare usually covers about 80% of the cost for most medical services after you've met your deductible. You are typically responsible for the remaining 20%, unless you have other insurance that helps pay for it. What y"
"D16","D_COST","RUNTIME","EN","single","Who pays the other 20 percent?","","Based on the coverage we verified, your expected payment for ACCESS is $0. Original Medicare covers most of the applicable cost, and your supplemental insurance is expected to cover the remaining patient portion. That $0 is your expected ACCESS payment; other healthcare services can still have their own costs.","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","CMS.gov / Medicare.gov — see research-findings.md","Open — compound intent decomposition not implemented","not re-tested",""
"D17","D_COST","RUNTIME","EN","single","Do I have to pay for the blood pressure monitor?","","Based on the coverage we verified, your expected payment for ACCESS is $0. Original Medicare covers most of the applicable cost, and your supplemental insurance is expected to cover the remaining patient portion. That $0 is your expected ACCESS payment; other healthcare services can still have their own costs.","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","CMS.gov / Medicare.gov — see research-findings.md","Open — compound intent decomposition not implemented","not re-tested",""
"D18","D_COST","RUNTIME","EN","single","is there any catch, am i gonna owe money later","","Based on the coverage we verified, your expected payment for ACCESS is $0. Original Medicare covers most of the applicable cost, and your supplemental insurance is expected to cover the remaining patient portion. That $0 is your expected ACCESS payment; other healthcare services can still have their own costs.","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","CMS.gov / Medicare.gov — see research-findings.md","Open — compound intent decomposition not implemented","not re-tested",""
"E01","E_CONSENT","REFUSAL","EN","single","What am I authorizing?","","I don’t have enough approved information to answer that safely. I can help you contact your care team.","","FAIL","P2","1","1","2","2","3","1","1","LOW_RECALL/MISSING_KNOWLEDGE","","CHANGE-03 retrieval + keyword coverage; new knowledge page where one was missing","FAIL → PASS","after: You are authorizing to join the ACCESS program with ITERA HEALTH. This means you are agreeing to let us share the information needed for your care. You can ask for a copy of what you agreed to at any time, and you can ch"
"E02","E_CONSENT","LEAK","EN","single","Why do you need my consent?","","Consent must remain an explicit action by the patient or appropriate Personal Representative. EMMI may explain disclosures but must never consent on someone's behalf. Preserve signer role, disclosure version and timestamp in the product workflow.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: We need your consent because joining ACCESS care is a personal choice. Your consent allows ITERA HEALTH to share your health information with your care team to provide you with the best possible care. You can ask for a c"
